row,col,center_frame,start_frame,end_frame,n_frames,mean_pitch_deg,mean_yaw_deg,std_pitch_deg,std_yaw_deg,range_pitch_deg,range_yaw_deg,max_abs_dev_pitch_deg,max_abs_dev_yaw_deg
0,0,7317,7297,7337,41,-8.197,16.3893,1.1466,3.3986,0.0,0.0,2.5001,5.3148
1,0,6603,6583,6623,41,-12.7581,13.3966,1.3463,1.635,0.0,0.0,3.5056,4.0505
2,0,6705,6685,6725,41,-10.6425,8.9759,0.9937,1.8765,0.0,0.0,2.6675,6.9695
2,1,6807,6787,6827,41,7.0661,11.8991,1.054,1.826,0.0,0.0,3.1199,5.1207
2,2,6909,6889,6929,41,25.0713,3.9371,1.5162,1.1214,0.0,0.0,4.1179,3.6396
1,2,7011,6991,7031,41,20.8188,10.472,1.206,1.12,0.0,0.0,3.4156,2.5562
0,2,7113,7093,7133,41,21.0204,8.8733,1.2179,2.8802,0.0,0.0,3.3185,7.6524
0,1,7215,7195,7235,41,5.5365,17.6849,1.2929,2.1674,0.0,0.0,4.2542,4.5321
1,1,7419,7399,7439,41,6.8943,16.4993,1.1042,1.6529,0.0,0.0,2.7927,4.9126
