frame_idx,time_sec,xmin,ymin,xmax,ymax,pitch_deg,yaw_deg,x_norm,y_norm,x_norm_smooth,y_norm_smooth
7036,234.533,1404,547,2350,1876,-7.2199,13.4055,0.3133198199660458,0.6849159742569562,0.3133198199660458,0.6849159742569562
7037,234.567,1399,556,2358,1877,-7.7884,15.6258,0.3010322804241348,0.5407870342332872,0.3096335581034725,0.6416772922498555
7038,234.6,1401,552,2361,1870,-8.3469,12.6105,0.2852731744469939,0.731879596423191,0.3023254430065289,0.6687379835018561
7039,234.633,1402,551,2364,1867,-9.2518,12.9959,0.2639496534051443,0.7054874509437883,0.29081270612611354,0.6797628237344358
7040,234.667,1409,543,2357,1860,-9.6717,11.2608,0.2538880934801839,0.8111529105812526,0.2797353223323346,0.7191798497884807
7041,234.7,1410,540,2355,1859,-9.0369,11.7123,0.26861001421523,0.78530090462695,0.27639772989720324,0.7390161662400214
7042,234.733,1409,538,2353,1858,-4.9016,14.366,0.373967611780365,0.6281382249853942,0.3056686944621517,0.7057527838636333
7043,234.767,1409,536,2353,1859,-6.3382,14.2663,0.33641690908613864,0.6325261949535123,0.31489315884934777,0.683784807190597
7044,234.8,1408,538,2354,1859,-4.0636,14.2664,0.3962091588861188,0.6347735923734288,0.33928795886037905,0.6690814427454466
7045,234.833,1406,538,2352,1859,-5.3563,15.4278,0.3635052519912601,0.5601367476802434,0.34655314679964333,0.6363980342258856
7046,234.867,1395,547,2364,1858,-4.3716,15.1674,0.38943749227621277,0.5781095801199468,0.3594184504426141,0.6189114979941039
7047,234.9,1396,548,2366,1860,-5.8827,15.4492,0.3496727879502925,0.5577355434261476,0.3564947516949176,0.600558711623717
7048,234.933,1388,534,2364,1859,6.0395,16.5396,0.7095289336357652,0.4697466411550568,0.46240500627717185,0.5613150904831189
7049,234.967,1388,535,2363,1858,6.0845,17.8106,0.716789558862382,0.39222094434946364,0.5387203720527349,0.5105868466430223
7050,235.0,1399,536,2348,1851,6.0042,15.4193,0.7033910314131627,0.535999905119236,0.5881215698608633,0.5182107641858864
7051,235.033,1399,540,2346,1852,8.699,17.0918,0.8040325485273709,0.4202633111125779,0.6528948634608156,0.48882652826389383
7052,235.067,1400,545,2345,1851,9.1552,17.754,0.8237735326538879,0.3776098862073353,0.7041584642187372,0.45546153564692626
7053,235.1,1399,547,2344,1852,6.7218,17.3232,0.7362919427239846,0.418778694172936,0.7137985077703114,0.44445668320472914
7054,235.133,1399,541,2343,1849,6.8152,16.6028,0.7361145168403382,0.4615268174374641,0.7204933104913194,0.4495777234745496
7055,235.167,1399,542,2343,1850,8.2041,15.67,0.7794610622400929,0.5066352462889081,0.7381836360159514,0.46669498031885714
7056,235.2,1384,545,2360,1859,12.0358,17.4386,0.927637828414234,0.3730518886824027,0.7950198937354361,0.43860205282792075
7057,235.233,1382,537,2356,1860,6.4132,16.7737,0.723219006374055,0.4536486151608156,0.7734796275270218,0.4431160215277892
7058,235.267,1381,532,2357,1859,7.7607,10.7683,0.7411688150942267,0.7728292400378795,0.7637863837971832,0.5420299870808163
7059,235.3,1382,539,2360,1854,-0.3818,17.0709,0.5073569939578942,0.4568484411083221,0.6868575668453965,0.516475523289068
7060,235.333,1382,536,2360,1853,-1.2124,13.8902,0.474654005748957,0.6551384718965862,0.6231964985164646,0.5580744078713235
7061,235.367,1386,534,2362,1857,-7.4654,13.8449,0.30759234290142307,0.6568355393058312,0.5285152518319521,0.5877027473016758
7062,235.4,1387,541,2368,1856,-5.2545,22.8786,0.3792309499180122,0.03688748411207951,0.4837299612577701,0.42245816834479694
7063,235.433,1388,542,2369,1860,-5.888,21.4707,0.35879982134271554,0.13913924922026008,0.4462509192832537,0.3374624926074359
7064,235.467,1388,539,2370,1862,-3.0542,21.8415,0.44069407959095047,0.12488484877244477,0.4445838673755627,0.27368919945693854
7065,235.5,1388,542,2368,1860,-4.8052,20.3858,0.38701510531563343,0.22365223724917327,0.4273132387575839,0.25867811079460895
7066,235.533,1387,541,2369,1862,-4.7037,19.5386,0.3882225309062478,0.2844017241803441,0.41558602640218306,0.26639519481032947
7067,235.567,1387,544,2369,1859,-5.9692,21.9799,0.35743693950498096,0.10065699056526586,0.3981413003330224,0.21667373353681035
7068,235.6,1388,542,2368,1858,-5.5207,21.0408,0.3682379517058412,0.1727958441128726,0.38917029574486806,0.20351036670962902
7069,235.633,1388,543,2369,1857,-5.4676,21.898,0.3713031965542815,0.10961820402398159,0.383810165987692,0.1753427179039348
7070,235.667,1387,546,2368,1855,-7.4485,21.0609,0.31573570452515065,0.1603811202267265,0.36338782754892957,0.1708542386007723
7071,235.7,1404,548,2356,1845,-4.605,18.0774,0.3882194682547135,0.386079969980336,0.3708373197606647,0.23542195801464139
7072,235.733,1405,549,2356,1845,-3.9435,17.2686,0.40502019046640264,0.4420663171208373,0.38109218097238606,0.2974152657465001
7073,235.767,1408,547,2359,1846,-5.9303,20.4036,0.35581788003909687,0.21726652784824277,0.3735098906923993,0.2733706443770229
7074,235.8,1407,547,2364,1844,-9.4692,20.3051,0.2624914538133967,0.20285846122478204,0.34020435962869855,0.2522169894313506
7075,235.833,1407,551,2367,1844,-13.2692,21.3281,0.17067889767136565,0.0909800957491237,0.28934672104149867,0.20384592132668253
7076,235.867,1408,553,2369,1842,-9.8528,20.838,0.25320226154642084,0.16000897500165442,0.2785033831929753,0.1906948374291741
7077,235.9,1411,551,2373,1841,-12.2298,19.3553,0.19506310025215984,0.25149275910903296,0.2534712983107306,0.20893421393313175
7078,235.933,1395,547,2386,1850,-10.1111,20.9763,0.24680924096439494,0.14748015305988216,0.2514726811068299,0.19049799567115688
7079,235.967,1400,548,2390,1851,-12.6309,21.8866,0.1856392205299934,0.05384919173497439,0.23172264293377895,0.1495033544903021
7080,236.0,1404,549,2398,1849,-11.1921,18.7811,0.2194877677596282,0.30229765810801873,0.22805218038153374,0.1953416455756171
7081,236.033,1405,549,2398,1849,-10.3058,18.1242,0.24057492249253087,0.35608215530027465,0.23180900301483287,0.24356379849301435
7082,236.067,1404,546,2396,1849,-4.4485,19.0221,0.39435798656047344,0.32145190311822064,0.28057369807852506,0.26693022988057624
7083,236.1,1403,545,2395,1848,-2.1797,19.4516,0.4604406538685961,0.297291327253974,0.3345337848155464,0.27603855909259556
7084,236.133,1400,546,2394,1848,-5.4778,19.8921,0.36738751226734073,0.2562214256425791,0.3443899030510847,0.2700934190575906
7085,236.167,1416,545,2394,1834,-5.2051,18.3625,0.37223523749917586,0.3647267001407474,0.352743503385512,0.29848340338253765
7086,236.2,1409,546,2369,1839,-7.1918,18.9102,0.31978850478822907,0.3182175081091447,0.3428570038063271,0.30440363480051974
7087,236.233,1408,545,2364,1839,-5.7846,18.8791,0.35731071134824316,0.32669563995462575,0.3471931160689019,0.3110912363467515
7088,236.267,1408,550,2360,1839,-2.7322,18.1598,0.4412037633395339,0.38440974664194605,0.37539631025009146,0.3330867894353099
7089,236.3,1408,548,2358,1840,-7.1623,16.8794,0.31818018869379694,0.45917750142510555,0.3582314737832031,0.3709140030322486
7090,236.333,1407,545,2362,1839,-4.5649,18.8571,0.3907922652873414,0.33255508721916294,0.3679997112344445,0.35940632828832286
7091,236.367,1408,542,2367,1833,-5.1079,17.8268,0.373976829348963,0.40174058538854773,0.3697928466688,0.3721066054183903
7092,236.4,1411,545,2369,1830,-5.1081,17.5428,0.373492541570965,0.4210123757815624,0.3709027551394495,0.3867783365273419
7093,236.433,1412,551,2366,1832,-5.7814,18.7186,0.3571424338714514,0.3379414577082389,0.36677465875905,0.37212727288161096
7094,236.467,1395,541,2381,1851,-9.4656,19.3361,0.2618903578030858,0.27425586801687346,0.3353093684722608,0.3427658514221897
7095,236.5,1393,548,2382,1863,-5.6212,20.9533,0.36528836619940147,0.1787084510813358,0.344303067790403,0.2935486313199335
7096,236.533,1394,548,2384,1864,-7.5721,19.6228,0.31066785856554346,0.2651705409144632,0.3342125050229451,0.28503520419829237
7097,236.567,1393,549,2387,1867,-6.5291,17.6251,0.3355838690002785,0.41075892269324127,0.33462391421614507,0.32275231974677704
7098,236.6,1396,551,2389,1872,-9.6428,18.2048,0.25679210392563917,0.35461596511840543,0.31127437112899325,0.33231141335826553
7099,236.633,1396,538,2383,1871,-6.4867,21.0205,0.34160414859762617,0.1691451186362641,0.3203733043695831,0.28336152494166505
7100,236.667,1393,554,2384,1869,-3.3944,16.9802,0.41978297164886325,0.4619928305286174,0.35019620455336714,0.3369509166177508
7101,236.7,1395,551,2385,1862,10.2311,16.9241,0.8580531403086961,0.41847676408210543,0.5025532852799658,0.3614086708570572
7102,236.733,1393,557,2381,1861,9.5565,16.4811,0.8313276184184202,0.44957078725760496,0.6011855852215021,0.3878573057772215
7103,236.767,1394,553,2373,1866,9.1523,16.0823,0.8148275073236451,0.47572841144980327,0.665278161852145,0.414218637478996
7104,236.8,1391,549,2358,1816,7.5538,14.864,0.7531528590893454,0.5572695002140087,0.691640571023305,0.45713389629949974
7105,236.833,1389,548,2356,1815,10.8586,16.8414,0.8804698555121927,0.4179898360138957,0.7482893563699713,0.4453906782138185
7106,236.867,1390,544,2354,1805,11.6944,15.0305,0.9006724994659695,0.5114252104333576,0.7940042992987707,0.46520103787968026
7107,236.9,1388,546,2355,1803,9.4657,15.3588,0.8221321835118303,0.5141900222461386,0.8024426645626885,0.4798977331896177
7108,236.933,1387,545,2354,1803,9.3593,17.3716,0.8290437914351825,0.3989592273843523,0.8104230026244366,0.45561618144803806
7109,236.967,1386,547,2353,1802,11.6237,17.5579,0.9129422602131708,0.36980571120330175,0.8411787799010568,0.42987304037461715
7110,237.0,1384,548,2360,1804,10.9082,17.3044,0.8849504486045747,0.3907327437749743,0.8543102805121121,0.4181309513947243
7111,237.033,1384,547,2362,1806,9.2105,18.6554,0.8306169997969844,0.32253474959957,0.8472022962975737,0.389452090856178
7112,237.067,1384,544,2362,1805,7.9903,18.6453,0.7869461505873765,0.3305661662191166,0.8291254525845145,0.3717863134650595
7113,237.1,1384,544,2362,1803,9.222,19.6107,0.8362459722486364,0.2631124058702829,0.8312616084837511,0.33918414118662654
7114,237.133,1388,532,2365,1818,7.1224,19.2548,0.7594611056153098,0.2968080730716959,0.8097214576232186,0.3264713207521473
7115,237.167,1408,549,2361,1793,8.7685,17.4507,0.8083663659205887,0.39843727621205005,0.8093149301124295,0.3480611073901181
7116,237.2,1409,546,2360,1793,9.5996,19.524,0.849537440089966,0.2662388312957002,0.8213816831056904,0.3235144245617927
7117,237.233,1411,547,2363,1791,7.0246,16.9063,0.7447137534464562,0.44216539508354435,0.7983813042079201,0.3591097157183182
7118,237.267,1414,546,2368,1789,5.4909,16.462,0.6908193195910297,0.477314297698691,0.766112708822853,0.39457109031243
7119,237.3,1415,547,2367,1787,5.1131,17.046,0.6807566958967556,0.4437729003372853,0.7405059049450237,0.40933163331988653
7120,237.333,1413,549,2366,1782,7.3055,18.0703,0.7600365614469489,0.36991314789349955,0.7463651018956011,0.39750608769197043
7121,237.367,1414,549,2366,1778,7.3542,16.886,0.7559695211376778,0.4413744240936422,0.7492464276682241,0.41066658861247196
7122,237.4,1412,549,2367,1775,6.3504,17.9117,0.7263231834677538,0.38467752864931753,0.742369454408083,0.40286987062352564
7123,237.433,1412,550,2365,1772,-2.1479,18.7276,0.45953805456722185,0.34687994995673743,0.6575200344558246,0.3860728944234892
7124,237.467,1412,551,2366,1775,-4.0986,18.8846,0.4038990172873349,0.3320327389943576,0.5814337293052776,0.3698608477947497
7125,237.5,1412,550,2366,1774,-4.4957,17.7104,0.39056074109434075,0.41127191880729197,0.5241718328419965,0.38228416909851237
7126,237.533,1410,552,2368,1775,-4.8923,20.6434,0.38506845247601423,0.20469336570882146,0.4824408187322018,0.3290069280816051
7127,237.567,1411,554,2367,1779,-4.568,18.4848,0.3900017502504972,0.3582745868857941,0.45470909818769034,0.3377872257228618
7128,237.6,1410,551,2367,1779,-2.0749,19.7645,0.46434106526932045,0.2758280930169375,0.45759868831217937,0.3191994859110845
7129,237.633,1412,542,2378,1774,-5.7796,15.6259,0.3526167194099367,0.5464898292160122,0.42610409764150653,0.3873865889025628
7130,237.667,1412,541,2372,1777,-5.1894,12.7687,0.3641547120229456,0.7259952765007716,0.40751928195593823,0.4889691951820254
7131,237.7,1413,543,2372,1775,-11.1916,12.8331,0.2195045855147171,0.708610732451268,0.35111487302357186,0.5548616563627982
7132,237.733,1413,545,2374,1775,-6.521,13.1652,0.3305864071853494,0.7009111559132262,0.34495633327210506,0.5986765062279266
7133,237.767,1413,540,2372,1784,-7.5586,13.0691,0.30468458608294974,0.7051697690299298,0.33287480911535844,0.6306244850685275
7134,237.8,1415,539,2375,1788,-4.8412,12.7638,0.3732062035218538,0.726298042146295,0.34497422743730705,0.6593265521918578
7135,237.833,1416,551,2375,1789,-7.7551,13.1111,0.2999002090967592,0.7021650268053816,0.33145202193514267,0.6721780945759148
7136,237.867,1419,558,2381,1794,-11.1735,9.3057,0.22102984225967487,0.9233397114718821,0.2983253680325023,0.7475265796447049
7137,237.9,1419,558,2380,1794,-12.1534,11.7011,0.19888679441201343,0.7757745772018575,0.26849379594635564,0.7560009789118507
