row,col,center_frame,start_frame,end_frame,n_frames,mean_pitch_deg,mean_yaw_deg,std_pitch_deg,std_yaw_deg,range_pitch_deg,range_yaw_deg,max_abs_dev_pitch_deg,max_abs_dev_yaw_deg
0,0,2620,2590,2650,61,-21.4657,21.3667,2.2748,3.3644,1.5339,0.1938,9.6563,14.4095
1,0,2800,2770,2830,61,-24.5535,9.2531,2.1394,2.855,2.0561,3.2227,10.8079,9.9106
2,0,2980,2950,3010,61,-23.9584,1.7532,1.0549,1.2862,1.4486,0.0256,3.1945,6.4584
2,1,3161,3131,3191,61,-3.029,2.4872,1.6678,2.6411,2.2601,3.3854,5.4489,11.0564
2,2,3341,3311,3371,61,17.5137,0.0802,3.0801,2.3508,1.9323,3.2622,16.3449,7.6932
1,2,3521,3491,3551,61,13.0379,10.7472,1.6509,1.4074,1.899,0.0902,4.4203,5.1209
0,2,3701,3671,3731,61,10.5991,14.7254,1.5712,1.596,2.1342,1.8453,4.6017,4.749
0,1,3881,3851,3911,61,-4.7358,20.3685,1.2775,1.6911,0.0773,1.8615,4.336,4.577
1,1,4242,4212,4272,61,-1.8176,10.4377,1.4344,2.0985,0.0476,1.8835,4.146,7.04
