row,col,center_frame,start_frame,end_frame,n_frames,mean_pitch_deg,mean_yaw_deg,std_pitch_deg,std_yaw_deg,range_pitch_deg,range_yaw_deg,max_abs_dev_pitch_deg,max_abs_dev_yaw_deg
0,0,6484,6454,6514,61,-21.9282,20.3478,1.7097,1.185,2.2308,1.6064,6.2269,2.9529
1,0,5225,5195,5255,61,-22.892,14.1779,1.3117,0.9788,0.0946,0.9078,5.5156,3.6056
2,0,5406,5376,5436,61,-22.7911,8.4671,1.4697,1.9318,2.3349,0.0511,4.027,5.7292
2,1,5579,5549,5609,61,-0.8165,5.4297,1.6531,1.9514,1.8161,0.1773,6.4934,5.044
2,2,5765,5735,5795,61,16.5304,3.0208,1.8733,1.7513,0.0521,0.0931,4.9978,5.5438
1,2,5945,5915,5975,61,14.4046,16.1428,1.821,1.07,2.3372,1.5325,5.1957,2.9017
0,2,6124,6094,6154,61,12.8647,21.7973,1.3246,1.2999,1.6538,2.3076,4.3435,3.0191
0,1,6304,6274,6334,61,-1.1234,24.8771,1.479,1.4346,0.0571,1.0831,6.9046,6.0627
1,1,6665,6635,6695,61,-0.1114,16.6304,1.2356,1.7848,1.4523,2.5825,4.0622,6.0525
