frame_idx,time_sec,xmin,ymin,xmax,ymax,pitch_deg,yaw_deg,x_norm,y_norm,x_norm_smooth,y_norm_smooth
6045,201.5,1207,16,2516,1938,7.1013,9.8973,0.6515934571362302,0.0,0.6515934571362302,0.0
6046,201.533,1208,20,2517,1941,7.3055,5.6612,0.5650915829507759,0.2987519318456131,0.6256428948805939,0.08962557955368393
6047,201.567,1208,16,2519,1945,7.8618,10.5695,0.6490109070710156,0.0,0.6326532985377203,0.06273790568757874
6048,201.6,1207,15,2519,1945,7.6872,9.3857,0.6534443972347954,0.0,0.6388906281468428,0.043916533981305114
6049,201.633,1206,15,2519,1945,8.4857,10.8719,0.6467636372289137,0.0,0.641252530871464,0.030741573786913577
6050,201.667,1206,14,2520,1948,9.318,7.3838,0.6557014888895598,0.07879390263701738,0.6455872182768927,0.045157272441944715
6051,201.7,1205,16,2521,1949,5.6029,7.3109,0.607067395041061,0.0,0.6340312713061431,0.0316100907093613
6052,201.733,1205,15,2522,1948,7.8535,7.4732,0.6322664508997881,0.024057199744044747,0.6335018251842366,0.029344223419766332
6053,201.767,1207,15,2522,1949,8.5363,9.2166,0.6600586941754236,0.0,0.6414688858815927,0.02054095639383643
6054,201.8,1209,18,2521,1949,8.0416,7.4222,0.6338642589353624,0.03838490511145096,0.6391874977977235,0.02589414100912079
6055,201.833,1209,15,2522,1947,6.6362,11.3768,0.6410348605336568,0.0,0.6397417066185035,0.018125898706384553
6056,201.867,1208,12,2521,1946,4.0929,9.4123,0.6605627156860981,0.0,0.6459880093387819,0.012688129094469187
6057,201.9,1207,15,2522,1947,7.1738,10.032,0.6514480377717949,0.0,0.6476260178686858,0.00888169036612843
6058,201.933,1210,18,2523,1948,5.0456,10.4355,0.6598650593395836,0.0,0.6512977303099551,0.006217183256289901
6059,201.967,1208,16,2525,1948,3.9507,10.4422,0.6728734603098402,0.0,0.6577704493099206,0.0043520282794029305
6060,202.0,1210,26,2522,1948,5.9691,6.1617,0.5671365631663055,0.17878913437351893,0.630580283466836,0.05668316010763773
6061,202.033,1209,25,2521,1946,6.1449,8.9094,0.6444570874853698,0.0,0.6347433246723961,0.03967821207534641
6062,202.067,1208,26,2520,1946,6.6588,9.2411,0.6486541036446758,0.0,0.63891655836408,0.027774748452742484
6063,202.1,1207,25,2521,1946,7.4197,7.2375,0.6208867496516467,0.050830855435774154,0.63350761575035,0.034691580547651986
6064,202.133,1207,22,2520,1945,10.762,11.0948,0.6608207831225308,0.0,0.6417015659620041,0.024284106383356388
6065,202.167,1207,22,2521,1943,5.3783,10.6605,0.656654020392758,0.0,0.6461873022912302,0.01699887446834947
6066,202.2,1206,21,2522,1943,7.196,11.4497,0.6370315360829918,0.0,0.6434405724287586,0.011899212127844628
6067,202.233,1207,22,2523,1947,6.5581,9.7336,0.6511223078658237,0.0,0.645745093059878,0.008329448489491239
6068,202.267,1207,25,2524,1945,6.59,11.4747,0.6398433013044588,0.0,0.6439745555332522,0.005830613942643867
6069,202.3,1209,30,2524,1947,6.8425,9.5687,0.6507922147920998,0.0,0.6460198533109065,0.004081429759850707
6070,202.333,1209,31,2524,1945,7.152,9.9438,0.6516078105041491,0.0,0.6476962404688792,0.0028570008318954945
6071,202.367,1210,29,2521,1941,6.8744,10.2583,0.6506459633369345,0.0,0.6485811573292958,0.0019999005823268462
6072,202.4,1209,31,2521,1942,8.4659,11.0273,0.6440227615462266,0.0,0.647213638594375,0.0013999304076287922
6073,202.433,1209,29,2522,1942,10.4732,9.4556,0.6861835334161084,0.0,0.6589046070408949,0.0009799512853401545
6074,202.467,1209,30,2522,1942,9.9447,8.737,0.6797462947445172,0.0,0.6651571133519816,0.0006859658997381081
