row,col,center_frame,start_frame,end_frame,n_frames,mean_pitch_deg,mean_yaw_deg,std_pitch_deg,std_yaw_deg,range_pitch_deg,range_yaw_deg,max_abs_dev_pitch_deg,max_abs_dev_yaw_deg
0,0,7334,7309,7359,51,-3.9107,9.1629,1.9585,2.1365,3.2478,2.8984,4.1972,5.2563
1,0,6612,6587,6637,52,-1.8079,5.5144,5.3296,5.5217,1.9437,3.5089,35.9905,27.5535
2,0,6714,6689,6739,51,-1.8688,4.5,2.3644,3.2336,2.0978,0.0676,10.0622,12.2828
2,1,6818,6793,6843,51,8.684,3.1269,2.4986,3.7921,3.6658,2.2817,5.7077,14.2101
2,2,6921,6896,6946,51,20.4578,2.3049,1.4771,1.2061,2.0018,1.8203,3.2827,2.8468
1,2,7025,7000,7050,51,20.9569,7.0157,1.8018,3.1149,1.5635,2.8187,6.3417,12.6139
0,2,7128,7103,7153,51,19.7146,13.4667,1.4343,3.1149,1.71,0.2719,4.7188,11.0101
0,1,7231,7206,7256,51,7.0114,14.69,1.1389,1.1841,1.4185,1.5555,2.3682,2.9693
1,1,7436,7411,7461,51,8.3064,6.8642,1.3862,0.9089,2.1533,0.0935,3.6331,2.5495
