row,col,center_frame,start_frame,end_frame,n_frames,mean_pitch_deg,mean_yaw_deg,std_pitch_deg,std_yaw_deg,range_pitch_deg,range_yaw_deg,max_abs_dev_pitch_deg,max_abs_dev_yaw_deg
0,0,5102,5084,5120,37,-4.4422,10.2114,1.7623,1.2247,0.0,0.0,5.3417,3.2967
1,0,5204,5186,5222,37,-4.2163,10.1844,1.2233,0.827,0.0,0.0,2.5053,2.3562
2,0,5306,5288,5324,37,-1.4326,5.0552,0.977,0.8473,0.0,0.0,2.219,2.5357
2,1,5408,5390,5426,37,11.7256,4.8522,1.1816,1.3324,0.0,0.0,3.396,4.99
2,2,5510,5492,5528,37,21.3693,3.8933,1.2157,1.5879,0.0,0.0,3.4584,5.7732
1,2,5612,5594,5630,37,22.0109,5.4568,1.8619,3.1815,0.0,0.0,6.5443,7.8144
0,2,5714,5696,5732,37,20.9025,9.1788,1.089,2.5495,0.0,0.0,3.0674,6.6319
0,1,5816,5798,5834,37,10.6632,13.1982,1.625,1.2142,0.0,0.0,4.3911,2.8942
1,1,6120,6102,6138,37,7.6463,5.6901,2.9765,2.178,0.0,0.0,7.7213,4.1924
