row,col,center_frame,start_frame,end_frame,n_frames,mean_pitch_deg,mean_yaw_deg,std_pitch_deg,std_yaw_deg,range_pitch_deg,range_yaw_deg,max_abs_dev_pitch_deg,max_abs_dev_yaw_deg
0,0,1580,1560,1600,41,-10.1389,11.953,1.3673,1.4304,2.7624,2.56,3.2015,4.4159
1,0,312,292,332,41,-7.6295,7.7189,1.0728,0.8831,1.7017,1.7946,3.1755,3.1137
2,0,492,472,512,41,-6.6746,4.4424,1.9416,0.7406,4.0046,1.5459,3.9087,1.8199
2,1,675,655,695,41,8.1537,2.6848,1.6974,0.8952,2.7128,1.5559,4.3933,2.6228
2,2,856,836,876,41,19.2698,2.3672,1.3112,1.3758,2.654,1.9788,3.1436,3.49
1,2,1037,1017,1057,41,22.5636,6.9143,1.3598,1.1611,2.3732,2.3554,4.2786,2.6556
0,2,1218,1198,1238,41,20.138,11.1196,2.1278,2.6381,4.0086,5.3363,4.862,7.4727
0,1,1399,1379,1419,41,3.5166,8.3265,1.889,1.6337,3.9611,2.8633,3.7229,3.5517
1,1,1761,1741,1781,41,5.7291,6.3217,1.8281,1.4872,3.9458,2.892,4.3867,3.4971
