row,col,center_frame,start_frame,end_frame,n_frames,mean_pitch_deg,mean_yaw_deg,std_pitch_deg,std_yaw_deg,range_pitch_deg,range_yaw_deg,max_abs_dev_pitch_deg,max_abs_dev_yaw_deg
0,0,1608,1573,1643,71,-5.7445,20.3917,1.5031,0.9444,2.2007,1.2921,3.7612,3.1378
1,0,341,306,376,71,-9.9349,12.7999,1.5392,2.7871,1.693,2.0367,6.0917,13.5961
2,0,522,487,557,71,-11.1561,7.8551,1.2683,0.9217,1.6544,1.2182,3.7103,2.569
2,1,703,668,738,71,4.5004,6.8817,1.9267,1.6308,2.9196,1.1365,5.6245,8.1554
2,2,884,849,919,71,17.7512,8.01,2.1044,0.7978,0.0898,1.0261,6.4752,2.0332
1,2,1065,1030,1100,71,22.4618,15.7228,2.416,3.276,2.9803,0.0247,7.6097,11.8419
0,2,1246,1211,1281,71,20.2228,18.7097,2.0015,2.7859,2.3383,1.9196,5.5499,10.5316
0,1,1427,1392,1462,71,6.8047,20.1536,2.1006,1.9153,2.3593,2.4014,7.6186,6.3914
1,1,1789,1754,1824,71,5.4853,15.5089,2.8958,3.6924,3.3065,4.8999,8.5094,9.9722
